x,y
0.7281555615911497,0.16504555357982487
0.15091457137165942,0.6363979755660651
0.34405557495169736,0.19669330290023967
0.8495961329626748,0.2530132781105068
0.6334219201086114,0.5560993669308604
0.923989558820008,0.6777536518400687
0.615169735875838,0.15963954262749358
0.6102005315822068,0.8266197416558535
0.06921919206100235,0.3399493214053322
0.7808911063830175,0.2528855300345503
0.24875856105075522,0.10556819466517708
0.16393681498643742,0.5587902043688743
0.3148294622695058,0.7583433856996291
0.7196893377565029,0.5221531410019619
0.48444822812738697,0.22448606059111043
0.4771107797603633,0.3819677241601859
0.8142851317159456,0.8609753529610231
0.23648435158903736,0.15359933194874087
0.30481795254507116,0.7159014840811162
0.32378180283020863,0.4906304960727321
0.672412230649536,0.13894531176512004
0.5014623745489238,0.10206210348762357
0.7905398833625337,0.1033503932103439
0.864599904178561,0.48321729824212867
0.058391662875031614,0.3897397531270518
0.8343900905989741,0.7622644452101875
0.2842083675084266,0.7609378476999504
0.015283480861186693,0.7541812331415891
0.57140423190914,0.5247522387434799
0.02718017620223534,0.9869793763731357
0.35450073614986644,0.33510678646895087
0.6265738979498071,0.5594427598828334
0.684890912729008,0.5476388910052374
0.7644830435608934,0.16229647862248042
0.952131819634944,0.9035591898145738
0.6868523979678215,0.3930615727494976
0.47223591674301335,0.008151515771002038
0.6751055035434024,0.640933031202479
0.8913910533168595,0.5877257204131334
0.8240902185627889,0.5064492045148685
0.38368244008475183,0.9333206855699273
0.2472695036949446,0.04620352423273866
0.013738246036503976,0.23603303016530552
0.2763915479014689,0.8310127359530695
0.38082166348385627,0.8110022169455403
0.20743680078646265,0.4321992932384384
0.02649891509099911,0.9811238420734593
0.9883681395478056,0.5094668272776303
0.06184601068241169,0.20155999093145072
0.30753321237293096,0.33778524067589344
0.3548303063874514,0.8852829781809267
0.7425669119944543,0.7762328478788686
0.7323863560734152,0.19624756930933962
0.5828624501894613,0.22783872868969135
0.5962584357697586,0.21345433782114376
0.3564753906799918,0.4351361038978965
0.04494120327307294,0.9929242569112066
0.8173242870768954,0.9068680597648554
0.9613531315290323,0.8704530636680392
0.6301333902101037,0.10562971240616426
0.2108679801111748,0.5354312157454462
0.826969295578275,0.5082336627777525
0.3306176731024999,0.5455858688971454
0.7314371856732941,0.8955079359813134
0.8943682544748277,0.4335929413412851
0.40372113868726034,0.22034282971514563
0.8422543256644184,0.08778214430872766
0.13880893937055006,0.40722523287351686
0.6002095562240006,0.8498712108230492
0.29646287671543037,0.4571442923632405
0.6003423035169781,0.2815131018546233
0.8800285384249971,0.6944176845180349
0.07817119600219591,0.3369852811591959
0.1473152700933691,0.3199902082547674
0.626414411985607,0.7821054899522776
0.3281560041612349,0.21266058564681134
0.48092070237716433,0.9437385456841003
0.7492349576472305,0.40225999212478114
0.10209027398696824,0.33487642183233546
0.20069555115216164,0.6261382653773663
0.4085562185219215,0.6560823770163859
0.27669337622725154,0.9773686477135003
0.7573919375768547,0.853861731403258
0.46152598607144824,0.22109320885245964
0.22706294920300496,0.4867873391965091
0.7106352220363776,0.5355556845102606
0.2958072098495611,0.5286023100258668
0.7355772418927414,0.47258108850800473
0.4265208942845766,0.6789109371532744
0.8469497973122653,0.6220891744985985
0.32622356571263267,0.042320386749811756
0.2567485585781484,0.43071425044514144
0.1472066843109342,0.879384343489782
0.6032150626989767,0.42971150526534174
0.7014868509007683,0.9316411362917423
0.06727871364396953,0.20352962941999808
0.06201429743272713,0.3124164581488773
0.2749179232813449,0.4379760428323466
0.9808620492160749,0.3683256535575644
0.27395038863527255,0.0059075656453118075
0.13350270943025844,0.7889556420229058
0.4653161933829597,0.05732648102715798
0.9937448501318308,0.875073024985927
0.23060802643662648,0.9477949618014938
0.7983838549063683,0.43059593894209813
0.33682945591647906,0.788039917708378
0.17467688490159683,0.32765208521952205
0.6808992960273648,0.256796729350644
0.876761485318998,0.6965032446190434
0.18392867285590841,0.683920647401991
0.8149753730775386,0.3041658179575828
0.3194655387375691,0.1555170971658918
0.5854520832584775,0.913300642907665
0.7855311256660322,0.8008329863438578
0.6122738790819471,0.48442941714728516
0.4202305577037849,0.13907701724164923
0.7575450603590586,0.14293311529110364
0.5753834430135216,0.3537282585770323
0.07613204043803234,0.29117897028778505
0.7718258287807196,0.09698469998679704
0.6324628010972625,0.7145187696379964
0.5425786460834084,0.0806075630625338
0.7014838484745819,0.523061668383515
0.7667519389155875,0.20080284160650008
0.25598104487028606,0.5132924584414252
0.18702205544675832,0.7295403067534798
0.5702443015394022,0.25589582968076596
0.18231016924452637,0.0927679981010896
0.29398040048387764,0.3424301490059286
0.011526876406852904,0.1677802474410547
0.4686901761353889,0.46982224967401587
0.6047550522111022,0.7796899328076908
0.13460447548487608,0.25874975282330626
0.47591817143781545,0.6911649975739053
0.018273080719196422,0.051732355839884225
0.5048729458142758,0.1147577836118584
0.33233083414042863,0.4459128079941297
0.040259556317665535,0.848617695028003
0.6036350498095379,0.1532223463732456
0.7734716239245618,0.16400198518263143
0.5977979577523527,0.7692749888322706
0.8040645013563861,0.2999510926159157
0.9499798087283399,0.07898942619085958
0.21899647785397225,0.551323437518863
0.5789251839110352,0.1986119788565237
0.030084365052955198,0.5852740915055277
0.5402763378197879,0.5328990640949591
